"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","C","mut","div","trans","Vtot","nu","numGclasses","cancer"
0.9,5,11112.235,3191983056.14,217299935.21,4108.5,50.08,16433.46,0,0.86,2320270679017.83,220.89,87018075.51,5e-17,4,0.86
0.95,0.75,2783.18,0,0,0,1.01,0.02,0,0,1363.35,0,466.76,5e-17,4,0
0.95,1.25,3755.91,0.14,0.01,0,18.85,0,0,0,939706.01,0.1,16010.5,5e-17,4,0
0.95,1.75,1366.475,0,0,0,43.33,0,0,0,2194118.78,0.01,4328.13,5e-17,4,0
0.95,2.25,1228.83,0,0,0,49.57,0,0,0,4184005.5,0,1870.84,5e-17,4,0
0.95,2.75,1852.645,0,0,0,50.02,0,0,0,8232362.78,0,1162.89,5e-17,4,0
0.95,3.25,10335.78,8.35,0.58,0,50.03,0,0,0,35268373.3,0,1942.94,5e-17,4,0
0.95,3.75,16360.16,790660074.76,54602895.33,977.25,50.07,3911.43,0,0.28,817483888239.37,139.8,29101393.04,5e-17,4,0.28
0.95,4.25,13780.365,1870580388.3,129247796.17,2304.68,50.1,9223.83,0,0.69,1688598512367.02,207.7,59798386.09,5e-17,4,0.69
0.95,4.75,12266.585,2724217568.76,188284807.92,3353.34,50.12,13421.36,0,0.8,2214473094467.38,226,78306201.91,5e-17,4,0.8
0.95,0.5,316.765,0,0,0,1,0,0,0,20.54,0,0,5e-17,4,0
0.95,1,17137.125,233.93,5.07,0.48,2.64,1.88,0,0,243644.73,0.32,53571.56,5e-17,4,0
0.95,1.5,1755.645,0,0,0,34.02,0,0,0,1506702.4,0.03,7167.42,5e-17,4,0
0.95,2,1227.735,0,0,0,47.55,0,0,0,2967182.12,0.01,2610.46,5e-17,4,0
0.95,2.5,1386.165,0,0,0,49.9,0,0,0,5647234.6,0,1347.64,5e-17,4,0
0.95,3,3161.48,0,0,0,50.02,0,0,0,14500843.98,0,1212.42,5e-17,4,0
0.95,3.5,18034.835,138534464.37,9558811.55,173.37,50.03,694.28,0,0.04,122727380546.63,26.52,4389137.26,5e-17,4,0.04
0.95,4,14490.835,1367489797.6,94426133.94,1695.49,50.06,6775.67,0,0.56,1282291243880.96,181.5,45612223.41,5e-17,4,0.56
0.95,4.5,13152.09,2321109748.46,160396064.13,2862.79,50.11,11431.38,0,0.8,2016417889711.51,221.34,71446022.11,5e-17,4,0.8
0.95,5,12755.895,3091979255.87,213583321.69,3813.49,50.08,15268.56,0,0.81,2630500423932.95,246.64,93491267.36,5e-17,4,0.81
1,0.75,1054.34,0,0,0,1,0.04,0,0,312.56,0,137.21,5e-17,4,0
1,1.25,5422.615,5.32,0.11,0,15.36,0,0,0,868790.76,0.08,18798.02,5e-17,4,0
1,1.75,1414.3,0,0,0,41.27,0,0,0,2042997.64,0.03,4066.79,5e-17,4,0
1,2.25,1258.815,0,0,0,49.11,0,0,0,3931625.51,0.02,1822.45,5e-17,4,0
1,2.75,1719.41,0,0,0,50.03,0,0,0,7653726.84,0,1108.78,5e-17,4,0
1,3.25,7708.95,1.94,0.12,0,50.04,0,0,0,28810729.33,0.01,1634.94,5e-17,4,0
1,3.75,16863.03,658675736.27,46136295.45,785.18,50.06,3134.11,0,0.24,703607260325.99,120.59,23714390.49,5e-17,4,0.24
1,4.25,13969.66,1756445103.69,123066071.29,2084.91,50.07,8335.44,0,0.63,1627837577224.25,197.42,54673307.37,5e-17,4,0.63
1,4.75,12577.66,2619984338.97,183678572.8,3100.28,50.11,12388.14,0,0.74,2215308682483.14,220.46,74236108.89,5e-17,4,0.74
1,0.5,287.295,0,0,0,1,0,0,0,19.94,0,0,5e-17,4,0
1,1,17302.94,183.18,3.52,0.42,1.44,1.79,0,0,71328.54,0.15,18253.15,5e-17,4,0
1,1.5,1926.71,0,0,0,30.4,0,0,0,1425465.76,0.01,7568.41,5e-17,4,0
1,2,1249.39,0,0,0,46.4,0,0,0,2789622.06,0.02,2529.36,5e-17,4,0
1,2.5,1363.59,0,0,0,49.84,0,0,0,5507148.76,0,1403.44,5e-17,4,0
1,3,2821.605,0,0,0,50.02,0,0,0,12624429.15,0.03,1246.5,5e-17,4,0
1,3.5,18250.5,1493074.82,104542.9,1.84,50.01,7.35,0,0,2066524006.52,0.48,72026.52,5e-17,4,0
1,4,14958.385,1234986893.41,86584468.09,1456.83,50.12,5823.77,0,0.46,1209670876915.25,170.69,40532144.64,5e-17,4,0.46
1,4.5,12767.875,2213228613.25,155097585.84,2612.33,50.08,10452.15,0,0.74,1886084696991.87,206.6,63262405.1,5e-17,4,0.74
1,5,11119.99,2988996804.97,209544671.86,3531.93,50.11,14148.52,0,0.79,2235306444329.5,207.3,74869596.22,5e-17,4,0.79
0,0.75,1357.825,0,0,0,40.9,0,0,0,863632.26,0,585.71,5e-17,10,0
0,1.25,1180.04,0,0,0,49.06,0,0,0,2163256.73,0,23.6,5e-17,10,0
0,1.75,1632.17,0,0,0,50.02,0,0,0,5066380.78,0,0.92,5e-17,10,0
0,2.25,12754.56,24.29,1.06,0,50.04,0,0,0,19556480.76,0,0.28,5e-17,10,0
0,2.75,16515.35,892715268,44702017.37,0.14,50.09,0.58,0,0.28,668099307421.72,0.04,3541.06,5e-17,10,0.28
0,3.25,13912.205,2299998500.02,115106021.59,0.25,50.05,1.03,0,0.72,1519332478867.76,0.02,7343.02,5e-17,10,0.72
0,3.75,13407.045,3316004541.3,166215918.42,0.36,50.13,1.51,0,0.77,2144192637509.68,0.05,9484.12,5e-17,10,0.77
0,4.25,12024.175,4099999494.79,205597724.72,0.43,50.15,1.59,0,0.79,2390756289599.17,0.09,10583.32,5e-17,10,0.79
0,4.75,11351.19,4726312838.91,236775949.33,0.79,50.1,3.07,0,0.84,2609069541811.97,0.06,11114.03,5e-17,10,0.84
0,0.5,1817.175,0,0,0,31.72,0,0,0,507823.08,0.04,6032.98,5e-17,10,0
0,1,1187.1,0,0,0,46.53,0,0,0,1421664.55,0,119.79,5e-17,10,0
0,1.5,1281.63,0,0,0,49.86,0,0,0,3244947.39,0,4.97,5e-17,10,0
0,2,3068.36,0,0,0,50.07,0,0,0,8527476.4,0,0,5e-17,10,0
0,2.5,18250.5,1499682.16,74927.31,0,50.05,0,0,0,1454873304.04,0,14.37,5e-17,10,0
0,3,15953.67,1658331199.49,82989730.59,0.17,50.05,0.62,0,0.38,1244814290782.94,0.1,6290.05,5e-17,10,0.38
0,3.5,14085.005,2845694885.57,142503282.8,0.31,50.08,1.19,0,0.62,1923378594203.76,0.05,8911.08,5e-17,10,0.62
0,4,11633.305,3731259052.43,187106950.44,0.36,50.15,1.34,0,0.81,2093987359021.02,0.02,9292.17,5e-17,10,0.81
0,4.5,11308.385,4431103835.91,222075309.28,0.47,50.12,2.08,0,0.81,2431364479930.78,0.02,10431.35,5e-17,10,0.81
0,5,11082.66,4986994835.49,249983663.85,0.65,50.13,2.49,0,0.85,2693674941807.08,0.09,11572.01,5e-17,10,0.85
0.05,0.75,1421.77,0,0,0,39.8,0,0,0,886989.4,0,674.07,5e-17,10,0
0.05,1.25,1160.62,0,0,0,48.79,0,0,0,2070890.2,0,17.4,5e-17,10,0
0.05,1.75,1586.84,0,0,0,50,0,0,0,4772549.88,0,1.43,5e-17,10,0
0.05,2.25,9443.71,6,0.24,0,50.06,0,0,0,16432154.62,0,0.98,5e-17,10,0
0.05,2.75,17417.815,712742040.31,36393611.35,0.1,50.08,0.33,0,0.21,565256141431.37,0.01,2716.38,5e-17,10,0.21
0.05,3.25,13998.18,2144611617.72,109495988.14,0.29,50.06,1.12,0,0.58,1450563931822.42,0.03,5958.4,5e-17,10,0.58
0.05,3.75,11985.89,3190669845.87,162940118.85,0.32,50.07,1.22,0,0.78,1868942896521.02,0.06,7304.92,5e-17,10,0.78
0.05,4.25,11734.53,3992950723.72,203873843.14,0.45,50.06,1.55,0,0.82,2310085128893.47,0.05,8736.49,5e-17,10,0.82
0.05,4.75,12110.885,4613695837.42,236066052.43,0.46,50.17,1.91,0,0.88,2779057515083.53,0.03,10131.14,5e-17,10,0.88
0.05,0.5,2024.66,0,0,0,28.02,0,0,0,453210.19,0.04,6261.05,5e-17,10,0
0.05,1,1207.52,0,0,0,46.34,0,0,0,1495797.64,0,92.3,5e-17,10,0
0.05,1.5,1238.5,0,0,0,49.85,0,0,0,3025421.35,0,3.79,5e-17,10,0
0.05,2,2484.49,0,0,0,50.01,0,0,0,7861034.23,0,0.67,5e-17,10,0
0.05,2.5,18250.5,244.41,12.47,0,50.07,0,0,0,112092829.53,0,2.79,5e-17,10,0
0.05,3,16188.385,1490000614.81,76070071.76,0.27,50.06,0.97,0,0.38,1153859522973.26,0,4908.93,5e-17,10,0.38
0.05,3.5,12862.955,2697156133.69,137860989.3,0.34,50.12,1.13,0,0.71,1691304344099.78,0.01,6691.67,5e-17,10,0.71
0.05,4,12280.655,3607499042.32,184467577.55,0.41,50.14,1.75,0,0.77,2181698133012.09,0.04,8319.99,5e-17,10,0.77
0.05,4.5,11440.74,4314447894.33,220737731.9,0.41,50.17,1.61,0,0.8,2444068220410.95,0.03,8910.18,5e-17,10,0.8
0.05,5,10449.55,4886997174.74,249854014.5,0.58,50.13,2.18,0,0.92,2532708206553.64,0.06,9302.51,5e-17,10,0.92
0.1,0.75,1502.26,0,0,0,37.83,0,0,0,839114.69,0,742.87,5e-17,10,0
0.1,1.25,1184.34,0,0,0,48.49,0,0,0,2035325.2,0,28.46,5e-17,10,0
0.1,1.75,1446.6,0,0,0,50.03,0,0,0,4458514.36,0,3.3,5e-17,10,0
0.1,2.25,6607.265,1.38,0.04,0,50.06,0,0,0,13589881.57,0,0,5e-17,10,0
0.1,2.75,16958,534309981.8,27803071.51,0.06,50.06,0.18,0,0.17,405803787424.21,0.01,1703.78,5e-17,10,0.17
0.1,3.25,13986.705,1993843657.05,103756317.32,0.2,50.04,0.98,0,0.54,1368783139087.39,0.01,4887.81,5e-17,10,0.54
0.1,3.75,13332.33,3057328160.8,159185327.63,0.28,50.07,1.17,0,0.68,2037596286697.74,0.11,6874.94,5e-17,10,0.68
0.1,4.25,11873.245,3863542387.58,201499397.73,0.39,50.16,1.54,0,0.78,2308833170853.62,0.05,7546.29,5e-17,10,0.78
0.1,4.75,11616.94,4509479619.45,235196176.89,0.39,50.16,1.61,0,0.81,2650939376635.18,0.09,8394.91,5e-17,10,0.81
0.1,0.5,2270.605,0,0,0,25.61,0,0,0,427623.99,0.06,6713.26,5e-17,10,0
0.1,1,1232.82,0,0,0,45.56,0,0,0,1371884.41,0,136.62,5e-17,10,0
0.1,1.5,1226.495,0,0,0,49.69,0,0,0,2904900.31,0,11.15,5e-17,10,0
0.1,2,2174.175,0,0,0,50.05,0,0,0,7347641.54,0,1.36,5e-17,10,0
0.1,2.5,18220.955,118.53,5.82,0,50.06,0,0,0,53488436.28,0,2.64,5e-17,10,0
0.1,3,15455.57,1321666505.81,68810466.76,0.11,50.07,0.41,0,0.43,987075163844.22,0.03,3760.1,5e-17,10,0.43
0.1,3.5,14356.505,2558569115.09,133262446.81,0.2,50.09,0.77,0,0.58,1829886269759.65,0.06,6305.9,5e-17,10,0.58
0.1,4,12628.185,3483754988.74,181586450.47,0.33,50.13,1.32,0,0.69,2209327573025.89,0.05,7194.27,5e-17,10,0.69
0.1,4.5,10594.87,4203322924.45,219273722.84,0.32,50.17,1.46,0,0.9,2240923847542.32,0.07,7137.55,5e-17,10,0.9
0.1,5,10597.765,4787002148.9,249526846.08,0.38,50.13,1.34,0,0.87,2565018767394.83,0.08,7921.91,5e-17,10,0.87
0.15,0.75,1574.85,0,0,0,36.79,0,0,0,844344.49,0.01,806,5e-17,10,0
0.15,1.25,1175.4,0,0,0,48.57,0,0,0,2046411.12,0,15.88,5e-17,10,0
0.15,1.75,1413.69,0,0,0,49.97,0,0,0,4218426.7,0,1.3,5e-17,10,0
0.15,2.25,4591.04,0.1,0,0,50.02,0,0,0,11575382.09,0,0.43,5e-17,10,0
0.15,2.75,17676.785,355476139.21,18847562.41,0.02,50.03,0.07,0,0.1,275282525120.5,0.01,1053.51,5e-17,10,0.1
0.15,3.25,15268.875,1836923963.08,97458655.88,0.1,50.06,0.36,0,0.48,1405493805085.71,0.02,4278.47,5e-17,10,0.48
0.15,3.75,12514.485,2918667803.39,154991946.64,0.25,50.11,0.93,0,0.71,1853981916549.28,0.03,5370.36,5e-17,10,0.71
0.15,4.25,11546.795,3744703904.41,199078239.21,0.26,50.17,1.03,0,0.81,2213661847154.13,0,6154.07,5e-17,10,0.81
0.15,4.75,11082.175,4397905209.69,234026369.8,0.36,50.22,1.37,0,0.83,2511109309792.08,0.05,6647.88,5e-17,10,0.83
0.15,0.5,2603.78,0,0,0,22.14,0,0,0,397838.65,0.05,7465.33,5e-17,10,0
0.15,1,1268.175,0,0,0,44.19,0,0,0,1346975.99,0,139.66,5e-17,10,0
0.15,1.5,1187.42,0,0,0,49.57,0,0,0,2803004.4,0,2.79,5e-17,10,0
0.15,2,2108.09,0,0,0,50.01,0,0,0,6682034.76,0,0.25,5e-17,10,0
0.15,2.5,17739.855,68.66,3.3,0,50.07,0,0,0,35369170.69,0,0,5e-17,10,0
0.15,3,15762.155,1143333859.47,60736933.09,0.07,50.14,0.19,0,0.36,879109021591.98,0.02,2799.92,5e-17,10,0.36
0.15,3.5,14271.285,2418567563.58,128339893.42,0.17,50.07,0.66,0,0.56,1746693244247.79,0.05,5107.38,5e-17,10,0.56
0.15,4,12648.715,3356242114.74,178364679.72,0.25,50.15,0.78,0,0.79,2170637601052.36,0.04,5880.77,5e-17,10,0.79
0.15,4.5,12564.845,4096660061.58,217639923.37,0.27,50.13,1.07,0,0.79,2650404145847.14,0.04,7210.61,5e-17,10,0.79
0.15,5,11755.395,4690005741.89,249029562.38,0.37,50.1,1.28,0,0.84,2846643887112.89,0,7682.23,5e-17,10,0.84
0.2,0.75,1729.165,0,0,0,33.48,0,0,0,766014.49,0,756.12,5e-17,10,0
0.2,1.25,1196.37,0,0,0,47.44,0,0,0,1882440.03,0,67.81,5e-17,10,0
0.2,1.75,1367.205,0,0,0,49.93,0,0,0,4264215.11,0,3.63,5e-17,10,0
0.2,2.25,3759.575,0,0,0,50.04,0,0,0,10970922.41,0,0.04,5e-17,10,0
0.2,2.75,18013.125,174606613.71,9428739.78,0.05,50.04,0.15,0,0.05,119551653761.17,0,427.59,5e-17,10,0.05
0.2,3.25,15894.685,1681536073.47,90911689.74,0.19,50.07,0.58,0,0.43,1362979250685.6,0.02,3589.88,5e-17,10,0.43
0.2,3.75,12848.915,2781318307.69,150563008.93,0.24,50.14,0.84,0,0.67,1849104673497.37,0.05,4509.54,5e-17,10,0.67
0.2,4.25,11203.445,3630586545.93,196542657.22,0.26,50.14,1.07,0,0.86,2116083498816.4,0.05,5018.33,5e-17,10,0.86
0.2,4.75,10392.1,4303157616.55,232877338.88,0.2,50.12,0.78,0,0.89,2336762157721.57,0.01,5506.09,5e-17,10,0.89
0.2,0.5,3129.99,0,0,0,18.81,0,0,0,367572.85,0.03,8279.04,5e-17,10,0
0.2,1,1319.275,0,0,0,42.78,0,0,0,1231733,0,135.53,5e-17,10,0
0.2,1.5,1196.735,0,0,0,49.43,0,0,0,2752910.15,0,3.57,5e-17,10,0
0.2,2,1803.8,0,0,0,50.01,0,0,0,6334347.33,0,1.08,5e-17,10,0
0.2,2.5,16344.94,42.6,2.07,0,50.06,0,0,0,26912204.97,0,0,5e-17,10,0
0.2,3,15899.765,993319067.58,53671314,0.11,50.04,0.47,0,0.36,779963707239.82,0,2201.76,5e-17,10,0.36
0.2,3.5,13959.09,2272845088.74,122927695.59,0.26,50.09,1.01,0,0.59,1631009306535.41,0.02,4151.5,5e-17,10,0.59
0.2,4,11983.28,3238760435.39,175171769.33,0.18,50.09,0.6,0,0.77,2012966926266.84,0.04,4708.37,5e-17,10,0.77
0.2,4.5,12460.805,3986678772.69,215742557.96,0.24,50.12,1.07,0,0.76,2603434550454.86,0.06,6015.16,5e-17,10,0.76
0.2,5,10197.945,4585003647.13,248260544.8,0.18,50.15,0.75,0,0.92,2450363890855.71,0.02,5732.58,5e-17,10,0.92
0.25,0.75,1857.64,0,0,0,30.7,0,0,0,715786.89,0,767.99,5e-17,10,0
0.25,1.25,1200.215,0,0,0,47.45,0,0,0,1851819.04,0,27.12,5e-17,10,0
0.25,1.75,1348.625,0,0,0,49.87,0,0,0,3920018.66,0,1.02,5e-17,10,0
0.25,2.25,3048.005,0,0,0,50.02,0,0,0,9622533.67,0,1.4,5e-17,10,0
0.25,2.75,18250.5,1591214.51,87478.64,0,50.06,0,0,0,1724957834.92,0,13.88,5e-17,10,0
0.25,3.25,14919.37,1524604310.19,83977716.79,0.06,50.09,0.18,0,0.55,1171671605386.81,0.02,2557.68,5e-17,10,0.55
0.25,3.75,13248.47,2650666104.58,146085015.57,0.12,50.12,0.68,0,0.73,1848978649831.56,0.06,3791.93,5e-17,10,0.73
0.25,4.25,11418.45,3518816413.86,193838837.1,0.17,50.09,0.61,0,0.82,2127092360666.56,0.02,4299.3,5e-17,10,0.82
0.25,4.75,10986.39,4193689356.3,231301259.12,0.25,50.16,1.12,0,0.89,2456991568710.33,0.03,4987.45,5e-17,10,0.89
0.25,0.5,3890.025,1.06,0.03,0,15.89,0,0,0,354265.94,0.08,9377.11,5e-17,10,0
0.25,1,1373.145,0,0,0,42.19,0,0,0,1289495.92,0,150.74,5e-17,10,0
0.25,1.5,1180.6,0,0,0,49.08,0,0,0,2475232.42,0,9.82,5e-17,10,0
0.25,2,1688.94,0,0,0,50.02,0,0,0,5836559.62,0,3.6,5e-17,10,0
0.25,2.5,11942.03,16.63,0.86,0,50.04,0,0,0,20992740.26,0,0.66,5e-17,10,0
0.25,3,16783.975,818327399.11,45067222.19,0.05,50.09,0.3,0,0.27,684285602933.68,0.02,1685.98,5e-17,10,0.27
0.25,3.5,14144.825,2131418604.84,117384958.55,0.14,50.08,0.62,0,0.58,1575716323615.42,0.02,3508.53,5e-17,10,0.58
0.25,4,11791.66,3114994824.83,171561905.74,0.14,50.08,0.75,0,0.81,1936357914669.25,0.02,4032.06,5e-17,10,0.81
0.25,4.5,12634.04,3875571688.31,213605238.36,0.21,50.12,0.7,0,0.73,2612837189658.37,0.07,5270.26,5e-17,10,0.73
0.25,5,10962.26,4488983845.68,247380571.72,0.27,50.11,1.22,0,0.86,2629164976271.75,0.05,5180.8,5e-17,10,0.86
0.3,0.75,2009.495,0,0,0,29.36,0,0,0,738998.48,0,964.33,5e-17,10,0
0.3,1.25,1222.265,0,0,0,46.38,0,0,0,1793147.95,0,35.19,5e-17,10,0
0.3,1.75,1300.3,0,0,0,49.74,0,0,0,3449544.06,0,1.64,5e-17,10,0
0.3,2.25,2483.14,0,0,0,50.08,0,0,0,8925666.61,0,0.96,5e-17,10,0
0.3,2.75,18167.06,221.99,11.98,0,50.03,0,0,0.01,113224338.6,0,0.09,5e-17,10,0.01
0.3,3.25,15834.91,1372305933.79,76948764.53,0.09,50.08,0.25,0,0.37,1139874635250.64,0,2321.03,5e-17,10,0.37
0.3,3.75,13499.525,2522655590.24,141458138.42,0.11,50.08,0.48,0,0.64,1823035008873.26,0.02,3433.09,5e-17,10,0.64
0.3,4.25,12060.525,3392936365.26,190529954.72,0.09,50.16,0.33,0,0.77,2209515899668.13,0.04,3832.8,5e-17,10,0.77
0.3,4.75,12164.84,4095784527.46,229726787.62,0.22,50.09,0.83,0,0.8,2709051848457.79,0.01,4676.52,5e-17,10,0.8
0.3,0.5,5465.035,3.64,0.01,0,13.01,0,0,0,330414.96,0.06,10988.8,5e-17,10,0
0.3,1,1459.01,0,0,0,39.84,0,0,0,1161221.46,0,114.49,5e-17,10,0
0.3,1.5,1193.76,0,0,0,49.03,0,0,0,2521452.09,0,8.45,5e-17,10,0
0.3,2,1530.385,0,0,0,49.99,0,0,0,5184039.39,0,1.7,5e-17,10,0
0.3,2.5,9523.625,5.18,0.31,0,50.03,0,0,0,19422662.22,0,0.39,5e-17,10,0
0.3,3,17363.48,659659450.46,36962968.64,0.05,50.04,0.13,0,0.16,572321575389.11,0,1279.88,5e-17,10,0.16
0.3,3.5,13637.225,1988571366.1,111504380.58,0.14,50.08,0.62,0,0.56,1436447362507.4,0.01,2734.37,5e-17,10,0.56
0.3,4,13151.06,2983743288.96,167462530.05,0.23,50.13,0.89,0,0.71,2115008949639.07,0.04,3797.37,5e-17,10,0.71
0.3,4.5,11360.43,3764418674.27,211242412.55,0.19,50.12,0.85,0,0.8,2314572795108.96,0.06,4179.86,5e-17,10,0.8
0.3,5,10250.68,4384010159.27,246181043.88,0.24,50.16,1.27,0,0.88,2439878478394.74,0.04,4150.37,5e-17,10,0.88
0.35,0.75,2282.815,0,0,0,25.97,0,0,0,684492.86,0,959.55,5e-17,10,0
0.35,1.25,1250.235,0,0,0,45.64,0,0,0,1780090.47,0,36.08,5e-17,10,0
0.35,1.75,1261.475,0,0,0,49.67,0,0,0,3353235.16,0,2.61,5e-17,10,0
0.35,2.25,2334.975,0,0,0,50.02,0,0,0,8404198.81,0,0.27,5e-17,10,0
0.35,2.75,18032.775,102.56,6.14,0,50.06,0,0,0,57409422.66,0,0.59,5e-17,10,0
0.35,3.25,15579.045,1224623605.05,69846808.39,0.03,50.04,0.17,0,0.5,1009474917615.82,0.01,1745.96,5e-17,10,0.5
0.35,3.75,13975.86,2390671629.69,136428649.16,0.09,50.07,0.43,0,0.69,1820869385992.99,0.01,2968.24,5e-17,10,0.69
0.35,4.25,12539.6,3281183689.98,187372733.05,0.14,50.11,0.58,0,0.78,2262188823656.87,0,3465.37,5e-17,10,0.78
0.35,4.75,12548.175,3987374759.25,227749362.12,0.21,50.12,0.76,0,0.8,2771469396774.54,0.05,4101.15,5e-17,10,0.8
0.35,0.5,8973.85,12.83,0.14,0,9.26,0,0,0,293054.89,0.12,13348.77,5e-17,10,0
0.35,1,1503.035,0,0,0,37.95,0,0,0,1117934.04,0,178.2,5e-17,10,0
0.35,1.5,1187.225,0,0,0,48.53,0,0,0,2402380.07,0,1.99,5e-17,10,0
0.35,2,1578.31,0,0,0,49.98,0,0,0,5406693.96,0,2.51,5e-17,10,0
0.35,2.5,7412.705,2.2,0.08,0,50.04,0,0,0,15146490.16,0,0,5e-17,10,0
0.35,3,17888.325,486668755.14,27767058.28,0.01,50.08,0.01,0,0.08,432111124135.85,0,877.17,5e-17,10,0.08
0.35,3.5,14483.31,1842870177.3,105213483.77,0.05,50.1,0.26,0,0.63,1440829619440.31,0.02,2397.91,5e-17,10,0.63
0.35,4,14340.18,2869998351.58,163700456.35,0.17,50.04,0.6,0,0.64,2259968599834.88,0.04,3553.45,5e-17,10,0.64
0.35,4.5,11733.075,3655555499.46,208724873.72,0.14,50.1,0.49,0,0.78,2361554309660.03,0.05,3661.61,5e-17,10,0.78
0.35,5,10844.8,4286007384.7,244880444.67,0.22,50.14,0.83,0,0.85,2570601891889.92,0.03,3810.94,5e-17,10,0.85
0.4,0.75,2588.585,0,0,0,23.33,0,0,0,624998.53,0,1043.98,5e-17,10,0
0.4,1.25,1290.6,0,0,0,44.22,0,0,0,1621393.83,0,35.67,5e-17,10,0
0.4,1.75,1239.815,0,0,0,49.6,0,0,0,3216126.77,0,0.8,5e-17,10,0
0.4,2.25,2083.9,0,0,0,50.01,0,0,0,7540276.16,0,0.58,5e-17,10,0
0.4,2.75,16375.59,62.15,3.7,0,50.05,0,0,0,40258289.04,0,0.57,5e-17,10,0
0.4,3.25,15718.39,1064624877.3,61819222.4,0.01,50.08,0.03,0,0.39,893794465866.43,0.02,1404.71,5e-17,10,0.39
0.4,3.75,13568.89,2249323375.44,130733659.98,0.15,50.13,0.68,0,0.6,1688676185207.42,0.01,2514.49,5e-17,10,0.6
0.4,4.25,12857.32,3165880050.83,183893414.6,0.12,50.09,0.42,0,0.73,2275921382873.08,0,3045.35,5e-17,10,0.73
0.4,4.75,11400.985,3884209933.07,225665375.09,0.15,50.1,0.65,0,0.89,2485654208652.6,0.05,3352.81,5e-17,10,0.89
0.4,0.5,14180.29,85.21,0.99,0.02,5.51,0.04,0,0,220299.87,0.09,13663.15,5e-17,10,0
0.4,1,1607.755,0,0,0,36.89,0,0,0,1153020.77,0,145.09,5e-17,10,0
0.4,1.5,1201.985,0,0,0,47.97,0,0,0,2198046.49,0,7.14,5e-17,10,0
0.4,2,1439.845,0,0,0,49.91,0,0,0,4595805.09,0,2.06,5e-17,10,0
0.4,2.5,4795.07,0.6,0.02,0,50.02,0,0,0,13482980.36,0,0,5e-17,10,0
0.4,3,17696.28,329854994.93,19135441.84,0.01,50.02,0.04,0,0.09,278987111544.15,0,548.81,5e-17,10,0.09
0.4,3.5,14422,1709954497.89,99223402.12,0.07,50.03,0.36,0,0.58,1347251811072.69,0.03,1940.72,5e-17,10,0.58
0.4,4,13767.425,2738759439.23,159082278.69,0.12,50.09,0.43,0,0.72,2102596178211.17,0.01,2864.37,5e-17,10,0.72
0.4,4.5,12387.135,3544447452.66,205916955.65,0.15,50.1,0.51,0,0.82,2463121211234.94,0.03,3309.17,5e-17,10,0.82
0.4,5,11207.805,4187996967.8,243395580.48,0.1,50.12,0.28,0,0.85,2641823750341.19,0.05,3480.22,5e-17,10,0.85
0.45,0.75,3214.505,1.26,0,0,19.17,0,0,0,563712.38,0.01,1063.51,5e-17,10,0
0.45,1.25,1348.085,0,0,0,42.57,0,0,0,1551909.49,0,41.92,5e-17,10,0
0.45,1.75,1211.455,0,0,0,49.33,0,0,0,3199693.37,0,3.55,5e-17,10,0
0.45,2.25,1791.53,0,0,0,50.04,0,0,0,6907253.14,0,0.77,5e-17,10,0
0.45,2.75,14966.015,30.61,1.93,0,50.05,0,0,0,28636562.49,0,0.52,5e-17,10,0
0.45,3.25,16241.075,910783422.59,53799531.3,0.03,50.08,0.12,0,0.27,797860171600.59,0,1112.5,5e-17,10,0.27
0.45,3.75,14142.075,2121316862.01,125336950.4,0.07,50.09,0.25,0,0.61,1685181817224.94,0.03,2074.74,5e-17,10,0.61
0.45,4.25,11927.66,3043529296.94,179948571.87,0.09,50.13,0.41,0,0.76,2057445782636.48,0.02,2507.14,5e-17,10,0.76
0.45,4.75,11458.095,3768406487.75,223068863.94,0.08,50.2,0.41,0,0.82,2468923416271.13,0.04,2894.77,5e-17,10,0.82
0.45,0.5,16497.925,206.77,2.49,0.02,3.05,0.06,0,0,168233.07,0.21,17420.09,5e-17,10,0
0.45,1,1714.645,0,0,0,34.27,0,0,0,1053086.39,0,183.29,5e-17,10,0
0.45,1.5,1229.105,0,0,0,47.26,0,0,0,2127277.61,0,16.87,5e-17,10,0
0.45,2,1354.705,0,0,0,49.93,0,0,0,4379002.51,0,4.93,5e-17,10,0
0.45,2.5,3357.22,0,0,0,50.04,0,0,0,11804389,0,0.37,5e-17,10,0
0.45,3,18195.17,158427620.82,9347479.35,0.01,50.05,0.01,0,0.01,120786755623.71,0,217.33,5e-17,10,0.01
0.45,3.5,15068.985,1562771486.12,92290636.41,0.08,50.06,0.38,0,0.47,1309670480157.13,0,1729.69,5e-17,10,0.47
0.45,4,12867.045,2612492093.62,154389322.17,0.08,50.1,0.28,0,0.74,1898028936127.49,0.01,2326.51,5e-17,10,0.74
0.45,4.5,12201.545,3430007482.18,202803109.32,0.11,50.13,0.52,0,0.75,2385845185058.38,0,2746.73,5e-17,10,0.75
0.45,5,10872.7,4085996226.78,241627991.19,0.15,50.14,0.62,0,0.87,2540033403160.73,0.03,2848.96,5e-17,10,0.87
0.5,0.75,4951.38,3.72,0.03,0,14.97,0,0,0,494061.06,0.01,1087.17,5e-17,10,0
0.5,1.25,1389.185,0,0,0,41.55,0,0,0,1488809.56,0,40.69,5e-17,10,0
